MarketName,Website,street,city,County,State,zip,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
Morris Farmers Market,,"Morris Firehouse, West Main St.",Morris,Otsego,New York,13808,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 23 2010 11:11PM
Morrisville Winter Farmers Market,,Route 20,Morrisville,Madison,New York,13408,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Mount Kisco Farmers Market,,St. Mark's Church 85 East Main St.,Mount Kisco,,New York,10549,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
Westchester 2010-2011 Indoor Farmers Market,,198 Central Ave.,Mount Kisco,Westchester,New York,10549,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Mount Morris Farmers Market,,"Village Hall Parking Lot, 117 Main St",Mount Morris,Livingston,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Mount Vernon Fresh Connect Farmers' Market,http://www.cmvny.com,"City Hall Plaza, One Roosevelt Plaza",Mount Vernon,Westchester,New York,10550,Local government building grounds,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,6/24/13 16:46
Narrowsburg Country Market,,"Library parking lot , Bridge Street",Narrowsburg,Sullivan,New York,12764,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 19 2010 10:22PM
"Cooperative Community Food Compact, Inc.",http://www.farmtocity.org,42 Church Street,Nassau,Rensselaer,New York,12123,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,5/10/12 16:37
Nesconset Farmer's Market,http://www.ligreenmarket.org,127 Smithtown Blvd.,Nesconset,Nassau,New York,11767,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,5/17/12 16:30
Lebanon Valley Farmers Market,http://www.LVFM.wordpress.com,501 State Route 20,New Lebanon,Columbia,New York,12125,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,5/16/12 23:17
New Paltz Farmers Market,,28 Main Street,New paltz,Ulster,New York,12561,Private business parking lot,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,6/30/13 13:02
Winter Sun Farms Indoor Winter Market,http://www.wintersunfarms.com,1 Veteran Drive,New Paltz,Ulster,New York,12561,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,6/5/12 22:09
New Rochelle Farmers Market,http://www.downtoearthmarkets.com,Hugenot Park/Twin Lakes,New Rochelle,Westchester,New York,10801,Other,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,6/13/13 13:21
112st Madison Avenue,,112th Madison Avenue,New York,New York,New York,10029,Private business parking lot,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,3/1/12 10:38
175th Street Greenmarket,http://www.grownyc.org,W 175 St. & Broadway,New York,New York,New York,10033,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,7/24/13 11:08
57th Street Greenmarket,http://www.grownyc.org,W 57 St. & 9 Ave,New York,New York,New York,10019,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,7/24/13 11:06
79th Street Greenmarket,http://www.grownyc.org,Columbus - W 78 & 81 Sts.,New York,New York,New York,10024,Other,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,7/24/13 10:54
82nd Street Greenmarket,http://www.grownyc.org,E 82nd St. - 1st & York Ave,New York,New York,New York,10028,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,7/24/13 10:50
92nd Street Greenmarket,http://www.grownyc.org,1st Ave - E 92nd & 93 Sts.,New York,New York,New York,10128,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,7/24/13 10:43
97th Street Greenmarket,http://www.grownyc.org,W 97 St. & Columbus,New York,New York,New York,10025,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,7/24/13 10:39
Abingdon Square Greenmarket,http://www.grownyc.org,W12 St. & 8th Ave,New York,New York,New York,10014,Other,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,7/24/13 10:36
Bay Ridge Greenmarket,http://www.grownyc.org,3rd Ave & 95 St.,New York,Kings,New York,11209,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,7/24/13 11:19
Bayville Farmers Market,,corner of Bayville and Ludlum Avenues,New York,Nassau,New York,11530,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Bowling Green Greenmarket,http://www.grownyc.org,Broadway & Battery Place,New York,New York,New York,10004,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,7/24/13 10:29
City Hall Park Greenmarket,http://www.grownyc.org,Broadway & Chambers,New York,New York,New York,10007,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,7/24/13 10:26
Columbia University Greenmarket,http://www.grownyc.org,Broadway - W114 & 115 Sts.,New York,New York,New York,10027,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,7/24/13 10:23
Coop City Market,,140 Bellamy Loop- The Circle,New York,New York,New York,10475,Local government building grounds,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/17/11 16:31
Dag Hammarskjold Plaza Greenmarket,http://www.grownyc.org,E 47 St & 2 Ave,New York,New York,New York,10017,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,7/24/13 10:20
Downtown PATH Greenmarket,http://www.grownyc.org,W Broadway - Barclay St & Park Pl,New York,New York,New York,10271,Other,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,7/23/13 16:00
East Harlem Farmer's Market,,104th Street & 3rd Avenue,New York,New York,New York,10029,Local government building grounds,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/17/11 9:54
Echo Park Market,,Ryer Avenue & Burnside Avenue,New York,Bronx,New York,10457,Closed-off public street,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/2/11 15:42
Fort Green Park Greenmarket,http://www.grownyc.org,Washington Pk & Dekalb,New York,Kings,New York,11205,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,7/24/13 11:16
Ft. Washington Greenmarket,http://www.grownyc.org,168th St. & Ft. Washington,New York,New York,New York,10032,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,7/23/13 15:57
Grass Roots Farmers Market,http://www.grassrootsfarmersmarket.com,145th Street,New York,New York,New York,10031,Other,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,6/12/13 18:29
Harvest Home Presbyterian Church Market,http://www.harvesthomefm.org,Merrick Blvd. & Baisley Blvd.,New York,Queens,New York,10035,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Harvest Home West Farmers Market,,East Tremont Ave. & E. 177th Street,New York,Bronx,New York,10035,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
HERBan Farmers' Market~Mount Morris Park,http://www.HerbanFarmersMarket.org,18 Mount Morris Park West,New York,New York,New York,10027,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,6/13/13 15:24
Inwood Greenmarket,http://www.grownyc.org,Isham St - Seaman & Cooper,New York,New York,New York,10034,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,7/23/13 15:53
Jerome Avenue Market,,Plaza Drive between 170th & Elliot Place,New York,Bronx,New York,10452,Local government building grounds,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/11 10:38
Kensington Youthmarket,http://www.grownyc.org/youthmarket,Fort Hamilton Pkwy & E. 5th Street,New York,Kings,New York,10007,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Learn It Grow It Eat It Youthmarket,,169th St. & Boston Rd.,New York,Bronx,New York,10007,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Lower East Side Girls Club FM,http://www.girlsclub.org,"La Plaza Garden, 9th St. & Avenue C",New York,Chenango,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/21/12 16:10
Lower East Side Youthmarket,http://www.grownyc.org,Grand St. and Abraham Pl.,New York,New York,New York,10007,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Marble Hill Youthmarket,,Broadway St. & W. 255th St,New York,Bronx,New York,10007,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Mount Sinai Hospital Greenmarket,http://www.grownyc.org,E99 St. - Madison & Park Aves,New York,New York,New York,10029,Other,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,7/23/13 15:50
Mt. Morris Park Historic District Market,,124th Street & 5th Avenue,New York,New York,New York,10035,Local government building grounds,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/17/11 10:14
"Nathan "" Bubba "" Dukes",,Haffen Park Hammersley & Wickham Avenues,New York,Bronx,New York,10469,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,1/20/12 11:38
New Amsterdam Market,http://www.newamsterdammarket.org,South Street Between Beekman Street and Peck Slip,New York,New York,New York,10038,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,4/27/12 0:18
NY/NJ Port Authority Greenmarket,http://www.grownyc.org,8th & 42nd Street (inside bus terminal),New York,New York,New York,10036,Private business parking lot,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,7/23/13 15:47
PS 11 Farm Market,http://www.ps11chelsea.org,320 West 21st Street,New York,New York,New York,10011,Educational institution,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,5/17/12 15:56
Ridgewood Youthmarket,,Myrtle Ave. & Cypress Ave.,New York,Queens,New York,10007,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Riverdale Youthmarket,,Mosholu Ave. & W. 256th St.,New York,Bronx,New York,10007,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Rockefeller Center Greenmarket,http://www.grownyc.org,Rockefeller Plaza - 50 St.,New York,New York,New York,10185,Private business parking lot,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,7/23/13 15:44
South Village Market,http://www.cenyc.org,6th Ave between Houston & Downing,New York,New York,New York,10014,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
St. Mark's Church Greenmarket,http://www.grownyc.org,E 10 St. & 2 Av,New York,New York,New York,10003,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,7/23/13 15:41
Stapleton Youthmarket,http://www.grownnyc.org,Bay St. & Canal St.,New York,Richmond,New York,10007,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Staten Island Ferry/Whitehall Greenmarket,http://www.grownyc.org,4 South Street (inside terminal),New York,New York,New York,10004,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,7/23/13 15:16
Stuyvesant Town Greenmarket,http://www.grownyc.org,14th St loop & Ave A (in the Oval),New York,New York,New York,10009,Private business parking lot,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,7/23/13 15:38
Sunday Market- Bronx Museum,,165th Grand Concourse,New York,Bronx,New York,10456,Local government building grounds,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/20/11 10:48
Tompinks Square Greenmarket,http://www.grownyc.org,E 7 St. & Ave A,New York,New York,New York,10009,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,7/23/13 15:36
Tribeca Greenmarket,http://www.grownyc.org,Greenwich & Chambers,New York,New York,New York,10007,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,7/23/13 15:32
Tucker Square Greenmarket,http://www.grownyc.org,W 66 St. & Columbus,New York,New York,New York,10023,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,7/23/13 15:25
Union Square Greenmarket,http://www.grownyc.org,E 17 St. & Broadway,New York,New York,New York,10003,Other,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,7/24/13 11:24
Wholesale Greenmarket,http://www.grownyc.org,800 Food Center Drive,New York,Bronx,New York,10007,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Brownsville Community Farmers Market,,"BMS Family Health Center lot, 592 Rockaway Ave.",New York City,Kings,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Cedar St. Greenmarket,http://www.cenyc.org,Cedar Street between Church & Broadway,New York City,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Flatbush-Canton Farmers Market,,"794 - 814 Flatbush Ave at Canton Ave, in courtyard",New York City,Kings,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Forrest Market,,156th & Westchester,New York City,Bronx,New York,10455,Local government building grounds,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/17/11 16:44
Hattie Carthan Community Market,http://www.hattiecarthancommunitymarket.com,Clifton & Marcy Avenues,New York City,Kings,New York,,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,6/11/13 15:26
La Marqueta Farmers Market,,"La Marqueta, E. 115th St & Park Ave, E. Harlem",New York City,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 5 2010 2:03PM
LES / Grand Street Greenmarket,http://www.cenyc.org,"Grand St, between Essex & Norfolk Sts",New York City,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Long Island City Green Market,http://www.cenyc.org,48th Ave between Vernon Blvd & 5th St,New York City,Queens,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Lower Amsterdam Farmers Market,,"Roosevelt Apts., Division St.",New York City,Montgomery,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 27 2010 6:04PM
Maria Hernandez Park Farmers Market,,"Maria Hernandez Park, Knickerbocker Aves",New York City,Kings,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
MBD Community Park Farmers Market,,1710 Southern Blvd,New York City,Bronx,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Murray Hill Greenmarket,http://www.cenyc.org,"Second Ave, between E. 32nd & E. 33rd Sts",New York City,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
St. John's Church Farmers Market,http://www.stjohnsfarmersmarket.blogspot.com,1 Hudson Street,New York City,Westchester,New York,10701,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,7/18/13 10:50
Stanger's Gate Greenmarket,http://www.cenyc.org,Eastside of Central Park West at 106th St,New York City,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
The New York Botanical Garden Farmers Market,http://www.cenyc.org,Mosholu Pkwy. Gate at Kazimiroff Blvd.(in garden),New York City,Bronx,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
W. 77th St./I.S. 44 Greenmarket,http://www.cenyc.org,W. 77th St at Columbus Ave in Schoolyard,New York City,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Newark Farmers Market,,"Central Park, Church Street",Newark,Wayne,New York,14513,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,5/9/12 14:48
Newark Valley Farmers Market,,Route 38,Newark Valley,Tioga,New York,13811,Local government building grounds,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,6/26/13 12:39
Healthy Orange Farmers Market,,132 Broadway,Newburgh,Orange,New York,12550,Local government building grounds,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,5/17/12 15:44
Historic Newburgh Farmers Market,http://www.localharvest.org/historic-newburgh-farmers-market-M43259,Town Hall parking lot,Newburgh,,New York,12550,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
Newburgh Farmers Market at Downing Park,http://www.downingpark.org,Corner of Rt. 9W and Rt. 52 (Robinson Ave.and South St.),Newburgh,Orange,New York,12550,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,5/17/12 15:49
Niagara Falls City Market,,"Market Square, 18th St & Pine Ave.",Niagara Falls,Niagara,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Schenectady County Farm Bureau Farmers Market,,Municapal parking lot behind Trustco Bank,NISKAYUNA,Schenectady,New York,12309,Private business parking lot,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,6/11/13 13:56
North Chili Farmers Market,,"Methodist Church Parking Lot, 2200 Westside Dr.",North Chili,Monroe,New York,14514,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/17/12 14:48
North Creek Farmers Market,http://www.northcreekfarmersmarket.com,Route 28,North Creek,Warren,New York,12853,Healthcare Institution,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,6/12/13 12:33
North Greenbush Farmers Market,,95 Williams Rd.,North Greenbush,Rensselaer,New York,12198,Other,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,6/17/13 12:38
Rensselaer County Farmers Market,,"Twin Town Little League Field, Williams Rd",North Greenbush,Rensselaer,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
North Tonawanda City Market,,Robinson St. and Payne Ave.,North Tonawanda,Niagara,New York,14120,Other,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,6/18/13 22:24
Scarsdale Farmers Market,http://www.localmarketlady.blogspot.com,1001 Post Rd.,North White Plains,Westchester,New York,10603,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Northport Farmers Market,http://www.northportfarmersmarket.org,1 Woodbine Ave.,Northport,Suffolk,New York,11768,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Northville Farmers' Market,,"Waterfront Park, off Main Street",Northville,Fulton,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 16 2010 10:35AM
Chenango County Farmers Market,,East Side Park,Norwich,Chenango,New York,13815,,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,7/17/13 15:13
Norwood Farmers' Market,,Main Street (SH 56),Norwood,St. Lawrence,New York,,Local government building grounds,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 15:40
Nunda Farmers Market,http://www.nundachamber.com,On the Square at the intersection of Rtes 408 & 436,Nunda,Livingston,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Nyack Farmers Market,http://www.nyack-ny.com,"Municipal Parking Lot, corner of Main & Cedar Sts, Downtown Nyack",Nyack,Rockland,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Ogdensburg GreenMarket - Hospital,http://www.ogdensburgny.com,King St & Mansion Ave,Ogdensburg,St. Lawrence,New York,,Other,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 15:45
Ogdensburg GreenMarket - Library Park,http://www.ogdensburgny.com,300 Block of Riverside Avenue,Ogdensburg,St. Lawrence,New York,,Local government building grounds,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,6/27/13 15:48
Ogdensburg Winter GreenMarket,http://www.ogdensburgny.org,Corner of Ford St. & Franklin St.,Ogdensburg,St. Lawrence,New York,,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 15:50
Old Forge Farmer's Market,,Park Avenue,Old Forge,Herkimer,New York,13420,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,6/2/12 13:49
REAP's Olean Farmers Market,http://www.reapfarmersmarket.com,260 North Union Street,Olean,Cattaraugus,New York,14760,Educational institution,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,6/12/13 15:10
Southern Tier Farmers Market,,1900 Constitution Ave,Olean,Cattaraugus,New York,14760,Private business parking lot,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,6/12/13 11:22
Oneida Farmers Market,,"Clinch Park, Oneida St.",Oneida,Madison,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Oneonta Farmers' Market,http://www.OneontaFarmersMarket.com,Main Street Plaza,Oneonta,Otsego,New York,13820,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,6/2/12 12:05
Oneonta Farmers' Market,http://www.OneontaFarmersMarket.com,Main Street Walkway at Dietz and Main,Oneonta,Otsego,New York,13820,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,6/2/12 12:05
Orchard Park Farmer's Market at Fox Run,http://www.foxrunorchardpark.com,One Fox Run Lane,Orchard Park,Erie,New York,14127,Other,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,6/4/12 13:42
Briarcliff Winter Farmers Market,http://www.communitymarkets.biz,30 S. State Rd.,Ossining,Westchester,New York,10562,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Down to Earth Markets,http://www.downtoearthmarkets.com/,"173 Main Street, 3rd Floor",Ossining,,New York,10562,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
Mamaroneck Farmers Market,http://www.communitymarkets.biz,Mamaroneck Ave.,Ossining,Westchester,New York,10562,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Mamaroneck Winter Farmers Market,http://www.communitymarkets.biz,168 W. Boston Post Rd.,Ossining,Westchester,New York,10562,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Ossining Farmers Market,http://www.downtoearthmarkets.com,Main and Spring St.,Ossining,Westchester,New York,10562,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,6/20/13 13:54
